P.k1.,T.k2.,Dry_Price.k3.,Wet_Price.k4.,Capital_cost.k5.,OM_cost.k6.,Sediment.k7.,Seismic.k8.,NPV,Build_decision
40,6,0.042,0.046,300,50,0.6,0,9.425620098,1
-40,0,0.084,0.046,300,50,0.6,0,-15.87682112,0
-20,0,0.084,0.046,300,50,0.6,0,3.880292083,1
0,0,0.084,0.046,300,50,0.6,0,13.42670288,1
20,0,0.084,0.046,300,50,0.6,0,16.50332862,1
40,0,0.084,0.046,300,50,0.6,0,19.68019225,1
-40,2,0.084,0.046,300,50,0.6,0,-17.47149343,0
-20,2,0.084,0.046,300,50,0.6,0,2.027745203,1
0,2,0.084,0.046,300,50,0.6,0,13.10730991,1
20,2,0.084,0.046,300,50,0.6,0,16.10958469,1
40,2,0.084,0.046,300,50,0.6,0,19.22801079,1
-40,4,0.084,0.046,300,50,0.6,0,-18.85043812,0
-20,4,0.084,0.046,300,50,0.6,0,-0.086356692,0
0,4,0.084,0.046,300,50,0.6,0,12.60756925,1
20,4,0.084,0.046,300,50,0.6,0,15.43887585,1
40,4,0.084,0.046,300,50,0.6,0,18.41494224,1
-40,6,0.084,0.046,300,50,0.6,0,-19.32918232,0
-20,6,0.084,0.046,300,50,0.6,0,-1.40102116,0
0,6,0.084,0.046,300,50,0.6,0,12.19784437,1
20,6,0.084,0.046,300,50,0.6,0,14.87671326,1
40,6,0.084,0.046,300,50,0.6,0,17.5848402,1
-40,0,0.168,0.046,300,50,0.6,0,-10.32107343,0
-20,0,0.168,0.046,300,50,0.6,0,12.98681786,1
0,0,0.168,0.046,300,50,0.6,0,25.58700575,1
20,0,0.168,0.046,300,50,0.6,0,31.74025724,1
40,0,0.168,0.046,300,50,0.6,0,38.09398451,1
-40,2,0.168,0.046,300,50,0.6,0,-12.26645936,0
-20,2,0.168,0.046,300,50,0.6,0,10.85871482,1
0,2,0.168,0.046,300,50,0.6,0,24.94821982,1
20,2,0.168,0.046,300,50,0.6,0,30.95276939,1
40,2,0.168,0.046,300,50,0.6,0,37.18962159,1
-40,4,0.168,0.046,300,50,0.6,0,-14.02804968,0
-20,4,0.168,0.046,300,50,0.6,0,8.355358038,1
0,4,0.168,0.046,300,50,0.6,0,23.94873851,1
20,4,0.168,0.046,300,50,0.6,0,29.61135171,1
40,4,0.168,0.046,300,50,0.6,0,35.56348448,1
-40,6,0.168,0.046,300,50,0.6,0,-14.58168302,0
-20,6,0.168,0.046,300,50,0.6,0,6.895514793,1
0,6,0.168,0.046,300,50,0.6,0,23.12928875,1
20,6,0.168,0.046,300,50,0.6,0,28.48702653,1
40,6,0.168,0.046,300,50,0.6,0,33.90328039,1
-40,0,0.042,0.092,300,50,0.6,0,-5.087263757,0
-20,0,0.042,0.092,300,50,0.6,0,29.1007955,1
0,0,0.042,0.092,300,50,0.6,0,43.61295144,1
20,0,0.042,0.092,300,50,0.6,0,45.15126431,1
40,0,0.042,0.092,300,50,0.6,0,46.73969613,1
-40,2,0.042,0.092,300,50,0.6,0,-7.750537967,0
-20,2,0.042,0.092,300,50,0.6,0,25.80903598,1
0,2,0.042,0.092,300,50,0.6,0,43.45325495,1
20,2,0.042,0.092,300,50,0.6,0,44.95439235,1
40,2,0.042,0.092,300,50,0.6,0,46.5136054,1
-40,4,0.042,0.092,300,50,0.6,0,-9.934458906,0
-20,4,0.042,0.092,300,50,0.6,0,22.16471452,1
0,4,0.042,0.092,300,50,0.6,0,43.20338463,1
20,4,0.042,0.092,300,50,0.6,0,44.61903793,1
40,4,0.042,0.092,300,50,0.6,0,46.10707112,1
-40,6,0.042,0.092,300,50,0.6,0,-10.77961359,0
-20,6,0.042,0.092,300,50,0.6,0,19.75315375,1
0,6,0.042,0.092,300,50,0.6,0,42.99852219,1
20,6,0.042,0.092,300,50,0.6,0,44.33795663,1
40,6,0.042,0.092,300,50,0.6,0,45.6920201,1
-40,0,0.084,0.092,300,50,0.6,0,-2.309389916,0
-20,0,0.084,0.092,300,50,0.6,0,33.65405839,1
0,0,0.084,0.092,300,50,0.6,0,49.69310288,1
20,0,0.084,0.092,300,50,0.6,0,52.76972862,1
40,0,0.084,0.092,300,50,0.6,0,55.94659225,1
-40,2,0.084,0.092,300,50,0.6,0,-5.148020933,0
-20,2,0.084,0.092,300,50,0.6,0,30.22452079,1
0,2,0.084,0.092,300,50,0.6,0,49.37370991,1
20,2,0.084,0.092,300,50,0.6,0,52.37598469,1
40,2,0.084,0.092,300,50,0.6,0,55.49441079,1
-40,4,0.084,0.092,300,50,0.6,0,-7.523264685,0
-20,4,0.084,0.092,300,50,0.6,0,26.38557189,1
0,4,0.084,0.092,300,50,0.6,0,48.87396925,1
20,4,0.084,0.092,300,50,0.6,0,51.70527585,1
40,4,0.084,0.092,300,50,0.6,0,54.68134224,1
-40,6,0.084,0.092,300,50,0.6,0,-8.405863941,0
-20,6,0.084,0.092,300,50,0.6,0,23.90142173,1
0,6,0.084,0.092,300,50,0.6,0,48.46424437,1
20,6,0.084,0.092,300,50,0.6,0,51.14311326,1
40,6,0.084,0.092,300,50,0.6,0,53.8512402,1
-40,0,0.168,0.092,300,50,0.6,0,3.246357768,1
-20,0,0.168,0.092,300,50,0.6,0,42.76058417,1
0,0,0.168,0.092,300,50,0.6,0,61.85340575,1
20,0,0.168,0.092,300,50,0.6,0,68.00665724,1
40,0,0.168,0.092,300,50,0.6,0,74.36038451,1
-40,2,0.168,0.092,300,50,0.6,0,0.057013135,1
-20,2,0.168,0.092,300,50,0.6,0,39.05549041,1
0,2,0.168,0.092,300,50,0.6,0,61.21461982,1
20,2,0.168,0.092,300,50,0.6,0,67.21916939,1
40,2,0.168,0.092,300,50,0.6,0,73.45602159,1
-40,4,0.168,0.092,300,50,0.6,0,-2.700876242,0
-20,4,0.168,0.092,300,50,0.6,0,34.82728662,1
0,4,0.168,0.092,300,50,0.6,0,60.21513851,1
20,4,0.168,0.092,300,50,0.6,0,65.87775171,1
40,4,0.168,0.092,300,50,0.6,0,71.82988448,1
-40,6,0.168,0.092,300,50,0.6,0,-3.658364639,0
-20,6,0.168,0.092,300,50,0.6,0,32.19795768,1
0,6,0.168,0.092,300,50,0.6,0,59.39568875,1
20,6,0.168,0.092,300,50,0.6,0,64.75342653,1
40,6,0.168,0.092,300,50,0.6,0,70.16968039,1
-40,0,0.042,0.023,100,75,0.6,0,-7.938410558,0
-20,0,0.042,0.023,100,75,0.6,0,1.940146042,1
0,0,0.042,0.023,100,75,0.6,0,6.713351438,1
20,0,0.042,0.023,100,75,0.6,0,8.25166431,1
40,0,0.042,0.023,100,75,0.6,0,9.840096126,1
-40,2,0.042,0.023,100,75,0.6,0,-8.735746716,0
-20,2,0.042,0.023,100,75,0.6,0,1.013872602,1
0,2,0.042,0.023,100,75,0.6,0,6.553654954,1
20,2,0.042,0.023,100,75,0.6,0,8.054792347,1
40,2,0.042,0.023,100,75,0.6,0,9.614005397,1
-40,4,0.042,0.023,100,75,0.6,0,-9.42521906,0
-20,4,0.042,0.023,100,75,0.6,0,-0.043178346,0
0,4,0.042,0.023,100,75,0.6,0,6.303784627,1
20,4,0.042,0.023,100,75,0.6,0,7.719437927,1
40,4,0.042,0.023,100,75,0.6,0,9.20747112,1
-40,6,0.042,0.023,100,75,0.6,0,-9.66459116,0
-20,6,0.042,0.023,100,75,0.6,0,-0.70051058,0
0,6,0.042,0.023,100,75,0.6,0,6.098922187,1
20,6,0.042,0.023,100,75,0.6,0,7.438356632,1
40,6,0.042,0.023,100,75,0.6,0,8.792420098,1
-40,0,0.084,0.023,100,75,0.6,0,-5.160536716,0
-20,0,0.084,0.023,100,75,0.6,0,6.493408931,1
0,0,0.084,0.023,100,75,0.6,0,12.79350288,1
20,0,0.084,0.023,100,75,0.6,0,15.87012862,1
40,0,0.084,0.023,100,75,0.6,0,19.04699225,1
-40,2,0.084,0.023,100,75,0.6,0,-6.133229682,0
-20,2,0.084,0.023,100,75,0.6,0,5.429357412,1
0,2,0.084,0.023,100,75,0.6,0,12.47410991,1
20,2,0.084,0.023,100,75,0.6,0,15.47638469,1
40,2,0.084,0.023,100,75,0.6,0,18.59481079,1
-40,4,0.084,0.023,100,75,0.6,0,-7.014024839,0
-20,4,0.084,0.023,100,75,0.6,0,4.177679019,1
0,4,0.084,0.023,100,75,0.6,0,11.97436925,1
20,4,0.084,0.023,100,75,0.6,0,14.80567585,1
40,4,0.084,0.023,100,75,0.6,0,17.78174224,1
-40,6,0.084,0.023,100,75,0.6,0,-7.290841509,0
-20,6,0.084,0.023,100,75,0.6,0,3.447757396,1
0,6,0.084,0.023,100,75,0.6,0,11.56464437,1
20,6,0.084,0.023,100,75,0.6,0,14.24351326,1
40,6,0.084,0.023,100,75,0.6,0,16.9516402,1
-40,0,0.168,0.023,100,75,0.6,0,0.395210967,1
-20,0,0.168,0.023,100,75,0.6,0,15.59993471,1
0,0,0.168,0.023,100,75,0.6,0,24.95380575,1
20,0,0.168,0.023,100,75,0.6,0,31.10705724,1
40,0,0.168,0.023,100,75,0.6,0,37.46078451,1
-40,2,0.168,0.023,100,75,0.6,0,-0.928195615,0
-20,2,0.168,0.023,100,75,0.6,0,14.26032703,1
0,2,0.168,0.023,100,75,0.6,0,24.31501982,1
20,2,0.168,0.023,100,75,0.6,0,30.31956939,1
40,2,0.168,0.023,100,75,0.6,0,36.55642159,1
-40,4,0.168,0.023,100,75,0.6,0,-2.191636397,0
-20,4,0.168,0.023,100,75,0.6,0,12.61939375,1
0,4,0.168,0.023,100,75,0.6,0,23.31553851,1
20,4,0.168,0.023,100,75,0.6,0,28.97815171,1
40,4,0.168,0.023,100,75,0.6,0,34.93028448,1
-40,6,0.168,0.023,100,75,0.6,0,-2.543342208,0
-20,6,0.168,0.023,100,75,0.6,0,11.74429335,1
0,6,0.168,0.023,100,75,0.6,0,22.49608875,1
20,6,0.168,0.023,100,75,0.6,0,27.85382653,1
40,6,0.168,0.023,100,75,0.6,0,33.27008039,1
-40,0,0.042,0.046,100,75,0.6,0,-1.154694958,0
-20,0,0.042,0.046,100,75,0.6,0,16.82702919,1
0,0,0.042,0.046,100,75,0.6,0,24.84655144,1
20,0,0.042,0.046,100,75,0.6,0,26.38486431,1
40,0,0.042,0.046,100,75,0.6,0,27.97329613,1
-40,2,0.042,0.046,100,75,0.6,0,-2.574010467,0
-20,2,0.042,0.046,100,75,0.6,0,15.11226039,1
0,2,0.042,0.046,100,75,0.6,0,24.68685495,1
20,2,0.042,0.046,100,75,0.6,0,26.18799235,1
40,2,0.042,0.046,100,75,0.6,0,27.7472054,1
-40,4,0.042,0.046,100,75,0.6,0,-3.761632342,0
-20,4,0.042,0.046,100,75,0.6,0,13.19278594,1
0,4,0.042,0.046,100,75,0.6,0,24.43698463,1
20,4,0.042,0.046,100,75,0.6,0,25.85263793,1
40,4,0.042,0.046,100,75,0.6,0,27.34067112,1
-40,6,0.042,0.046,100,75,0.6,0,-4.20293197,0
-20,6,0.042,0.046,100,75,0.6,0,11.95071086,1
0,6,0.042,0.046,100,75,0.6,0,24.23212219,1
20,6,0.042,0.046,100,75,0.6,0,25.57155663,1
40,6,0.042,0.046,100,75,0.6,0,26.9256201,1
-40,0,0.084,0.046,100,75,0.6,0,1.623178884,1
-20,0,0.084,0.046,100,75,0.6,0,21.38029208,1
0,0,0.084,0.046,100,75,0.6,0,30.92670288,1
20,0,0.084,0.046,100,75,0.6,0,34.00332862,1
40,0,0.084,0.046,100,75,0.6,0,37.18019225,1
-40,2,0.084,0.046,100,75,0.6,0,0.028506567,1
-20,2,0.084,0.046,100,75,0.6,0,19.5277452,1
0,2,0.084,0.046,100,75,0.6,0,30.60730991,1
20,2,0.084,0.046,100,75,0.6,0,33.60958469,1
40,2,0.084,0.046,100,75,0.6,0,36.72801079,1
-40,4,0.084,0.046,100,75,0.6,0,-1.350438121,0
-20,4,0.084,0.046,100,75,0.6,0,17.41364331,1
0,4,0.084,0.046,100,75,0.6,0,30.10756925,1
20,4,0.084,0.046,100,75,0.6,0,32.93887585,1
40,4,0.084,0.046,100,75,0.6,0,35.91494224,1
-40,6,0.084,0.046,100,75,0.6,0,-1.82918232,0
-20,6,0.084,0.046,100,75,0.6,0,16.09897884,1
0,6,0.084,0.046,100,75,0.6,0,29.69784437,1
20,6,0.084,0.046,100,75,0.6,0,32.37671326,1
40,6,0.084,0.046,100,75,0.6,0,35.0848402,1
-40,0,0.168,0.046,100,75,0.6,0,7.178926568,1
-20,0,0.168,0.046,100,75,0.6,0,30.48681786,1
0,0,0.168,0.046,100,75,0.6,0,43.08700575,1
20,0,0.168,0.046,100,75,0.6,0,49.24025724,1
40,0,0.168,0.046,100,75,0.6,0,55.59398451,1
-40,2,0.168,0.046,100,75,0.6,0,5.233540635,1
-20,2,0.168,0.046,100,75,0.6,0,28.35871482,1
0,2,0.168,0.046,100,75,0.6,0,42.44821982,1
20,2,0.168,0.046,100,75,0.6,0,48.45276939,1
40,2,0.168,0.046,100,75,0.6,0,54.68962159,1
-40,4,0.168,0.046,100,75,0.6,0,3.471950322,1
-20,4,0.168,0.046,100,75,0.6,0,25.85535804,1
0,4,0.168,0.046,100,75,0.6,0,41.44873851,1
20,4,0.168,0.046,100,75,0.6,0,47.11135171,1
40,4,0.168,0.046,100,75,0.6,0,53.06348448,1
-40,6,0.168,0.046,100,75,0.6,0,2.918316982,1
-20,6,0.168,0.046,100,75,0.6,0,24.39551479,1
0,6,0.168,0.046,100,75,0.6,0,40.62928875,1
20,6,0.168,0.046,100,75,0.6,0,45.98702653,1
40,6,0.168,0.046,100,75,0.6,0,51.40328039,1
-40,0,0.042,0.092,100,75,0.6,0,12.41273624,1
-20,0,0.042,0.092,100,75,0.6,0,46.6007955,1
0,0,0.042,0.092,100,75,0.6,0,61.11295144,1
20,0,0.042,0.092,100,75,0.6,0,62.65126431,1
40,0,0.042,0.092,100,75,0.6,0,64.23969613,1
-40,2,0.042,0.092,100,75,0.6,0,9.749462033,1
-20,2,0.042,0.092,100,75,0.6,0,43.30903598,1
0,2,0.042,0.092,100,75,0.6,0,60.95325495,1
20,2,0.042,0.092,100,75,0.6,0,62.45439235,1
40,2,0.042,0.092,100,75,0.6,0,64.0136054,1
-40,4,0.042,0.092,100,75,0.6,0,7.565541094,1
-20,4,0.042,0.092,100,75,0.6,0,39.66471452,1
0,4,0.042,0.092,100,75,0.6,0,60.70338463,1
20,4,0.042,0.092,100,75,0.6,0,62.11903793,1
40,4,0.042,0.092,100,75,0.6,0,63.60707112,1
-40,6,0.042,0.092,100,75,0.6,0,6.720386408,1
-20,6,0.042,0.092,100,75,0.6,0,37.25315375,1
0,6,0.042,0.092,100,75,0.6,0,60.49852219,1
20,6,0.042,0.092,100,75,0.6,0,61.83795663,1
40,6,0.042,0.092,100,75,0.6,0,63.1920201,1
-40,0,0.084,0.092,100,75,0.6,0,15.19061008,1
-20,0,0.084,0.092,100,75,0.6,0,51.15405839,1
0,0,0.084,0.092,100,75,0.6,0,67.19310288,1
20,0,0.084,0.092,100,75,0.6,0,70.26972862,1
40,0,0.084,0.092,100,75,0.6,0,73.44659225,1
-40,2,0.084,0.092,100,75,0.6,0,12.35197907,1
-20,2,0.084,0.092,100,75,0.6,0,47.72452079,1
0,2,0.084,0.092,100,75,0.6,0,66.87370991,1
20,2,0.084,0.092,100,75,0.6,0,69.87598469,1
40,2,0.084,0.092,100,75,0.6,0,72.99441079,1
-40,4,0.084,0.092,100,75,0.6,0,9.976735315,1
-20,4,0.084,0.092,100,75,0.6,0,43.88557189,1
0,4,0.084,0.092,100,75,0.6,0,66.37396925,1
20,4,0.084,0.092,100,75,0.6,0,69.20527585,1
40,4,0.084,0.092,100,75,0.6,0,72.18134224,1
-40,6,0.084,0.092,100,75,0.6,0,9.094136059,1
-20,6,0.084,0.092,100,75,0.6,0,41.40142173,1
0,6,0.084,0.092,100,75,0.6,0,65.96424437,1
20,6,0.084,0.092,100,75,0.6,0,68.64311326,1
40,6,0.084,0.092,100,75,0.6,0,71.3512402,1
-40,0,0.168,0.092,100,75,0.6,0,20.74635777,1
-20,0,0.168,0.092,100,75,0.6,0,60.26058417,1
0,0,0.168,0.092,100,75,0.6,0,79.35340575,1
20,0,0.168,0.092,100,75,0.6,0,85.50665724,1
40,0,0.168,0.092,100,75,0.6,0,91.86038451,1
-40,2,0.168,0.092,100,75,0.6,0,17.55701313,1
-20,2,0.168,0.092,100,75,0.6,0,56.55549041,1
0,2,0.168,0.092,100,75,0.6,0,78.71461982,1
20,2,0.168,0.092,100,75,0.6,0,84.71916939,1
40,2,0.168,0.092,100,75,0.6,0,90.95602159,1
-40,4,0.168,0.092,100,75,0.6,0,14.79912376,1
-20,4,0.168,0.092,100,75,0.6,0,52.32728662,1
0,4,0.168,0.092,100,75,0.6,0,77.71513851,1
20,4,0.168,0.092,100,75,0.6,0,83.37775171,1
40,4,0.168,0.092,100,75,0.6,0,89.32988448,1
-40,6,0.168,0.092,100,75,0.6,0,13.84163536,1
-20,6,0.168,0.092,100,75,0.6,0,49.69795768,1
0,6,0.168,0.092,100,75,0.6,0,76.89568875,1
20,6,0.168,0.092,100,75,0.6,0,82.25342653,1
40,6,0.168,0.092,100,75,0.6,0,87.66968039,1
-40,0,0.042,0.023,200,75,0.6,0,-17.93841056,0
-20,0,0.042,0.023,200,75,0.6,0,-8.059853958,0
0,0,0.042,0.023,200,75,0.6,0,-3.286648562,0
20,0,0.042,0.023,200,75,0.6,0,-1.74833569,0
40,0,0.042,0.023,200,75,0.6,0,-0.159903874,0
-40,2,0.042,0.023,200,75,0.6,0,-18.73574672,0
-20,2,0.042,0.023,200,75,0.6,0,-8.986127398,0
0,2,0.042,0.023,200,75,0.6,0,-3.446345046,0
20,2,0.042,0.023,200,75,0.6,0,-1.945207653,0
40,2,0.042,0.023,200,75,0.6,0,-0.385994603,0
-40,4,0.042,0.023,200,75,0.6,0,-19.42521906,0
-20,4,0.042,0.023,200,75,0.6,0,-10.04317835,0
0,4,0.042,0.023,200,75,0.6,0,-3.696215373,0
20,4,0.042,0.023,200,75,0.6,0,-2.280562073,0
40,4,0.042,0.023,200,75,0.6,0,-0.79252888,0
-40,6,0.042,0.023,200,75,0.6,0,-19.66459116,0
-20,6,0.042,0.023,200,75,0.6,0,-10.70051058,0
0,6,0.042,0.023,200,75,0.6,0,-3.901077813,0
20,6,0.042,0.023,200,75,0.6,0,-2.561643368,0
40,6,0.042,0.023,200,75,0.6,0,-1.207579902,0
-40,0,0.084,0.023,200,75,0.6,0,-15.16053672,0
-20,0,0.084,0.023,200,75,0.6,0,-3.506591069,0
0,0,0.084,0.023,200,75,0.6,0,2.793502875,1
20,0,0.084,0.023,200,75,0.6,0,5.870128619,1
40,0,0.084,0.023,200,75,0.6,0,9.046992253,1
-40,2,0.084,0.023,200,75,0.6,0,-16.13322968,0
-20,2,0.084,0.023,200,75,0.6,0,-4.570642588,0
0,2,0.084,0.023,200,75,0.6,0,2.474109908,1
20,2,0.084,0.023,200,75,0.6,0,5.476384694,1
40,2,0.084,0.023,200,75,0.6,0,8.594810793,1
-40,4,0.084,0.023,200,75,0.6,0,-17.01402484,0
-20,4,0.084,0.023,200,75,0.6,0,-5.822320981,0
0,4,0.084,0.023,200,75,0.6,0,1.974369253,1
20,4,0.084,0.023,200,75,0.6,0,4.805675855,1
40,4,0.084,0.023,200,75,0.6,0,7.781742239,1
-40,6,0.084,0.023,200,75,0.6,0,-17.29084151,0
-20,6,0.084,0.023,200,75,0.6,0,-6.552242604,0
0,6,0.084,0.023,200,75,0.6,0,1.564644373,1
20,6,0.084,0.023,200,75,0.6,0,4.243513263,1
40,6,0.084,0.023,200,75,0.6,0,6.951640196,1
-40,0,0.168,0.023,200,75,0.6,0,-9.604789033,0
-20,0,0.168,0.023,200,75,0.6,0,5.599934711,1
0,0,0.168,0.023,200,75,0.6,0,14.95380575,1
20,0,0.168,0.023,200,75,0.6,0,21.10705724,1
40,0,0.168,0.023,200,75,0.6,0,27.46078451,1
-40,2,0.168,0.023,200,75,0.6,0,-10.92819561,0
-20,2,0.168,0.023,200,75,0.6,0,4.260327033,1
0,2,0.168,0.023,200,75,0.6,0,14.31501982,1
20,2,0.168,0.023,200,75,0.6,0,20.31956939,1
40,2,0.168,0.023,200,75,0.6,0,26.55642159,1
-40,4,0.168,0.023,200,75,0.6,0,-12.1916364,0
-20,4,0.168,0.023,200,75,0.6,0,2.619393748,1
0,4,0.168,0.023,200,75,0.6,0,13.31553851,1
20,4,0.168,0.023,200,75,0.6,0,18.97815171,1
40,4,0.168,0.023,200,75,0.6,0,24.93028448,1
-40,6,0.168,0.023,200,75,0.6,0,-12.54334221,0
-20,6,0.168,0.023,200,75,0.6,0,1.744293349,1
0,6,0.168,0.023,200,75,0.6,0,12.49608875,1
20,6,0.168,0.023,200,75,0.6,0,17.85382653,1
40,6,0.168,0.023,200,75,0.6,0,23.27008039,1
-40,0,0.042,0.046,200,75,0.6,0,-11.15469496,0
-20,0,0.042,0.046,200,75,0.6,0,6.827029193,1
0,0,0.042,0.046,200,75,0.6,0,14.84655144,1
20,0,0.042,0.046,200,75,0.6,0,16.38486431,1
40,0,0.042,0.046,200,75,0.6,0,17.97329613,1
-40,2,0.042,0.046,200,75,0.6,0,-12.57401047,0
-20,2,0.042,0.046,200,75,0.6,0,5.112260393,1
0,2,0.042,0.046,200,75,0.6,0,14.68685495,1
20,2,0.042,0.046,200,75,0.6,0,16.18799235,1
40,2,0.042,0.046,200,75,0.6,0,17.7472054,1
-40,4,0.042,0.046,200,75,0.6,0,-13.76163234,0
-20,4,0.042,0.046,200,75,0.6,0,3.192785943,1
0,4,0.042,0.046,200,75,0.6,0,14.43698463,1
20,4,0.042,0.046,200,75,0.6,0,15.85263793,1
40,4,0.042,0.046,200,75,0.6,0,17.34067112,1
-40,6,0.042,0.046,200,75,0.6,0,-14.20293197,0
-20,6,0.042,0.046,200,75,0.6,0,1.950710864,1
0,6,0.042,0.046,200,75,0.6,0,14.23212219,1
20,6,0.042,0.046,200,75,0.6,0,15.57155663,1
40,6,0.042,0.046,200,75,0.6,0,16.9256201,1
-40,0,0.084,0.046,200,75,0.6,0,-8.376821116,0
-20,0,0.084,0.046,200,75,0.6,0,11.38029208,1
0,0,0.084,0.046,200,75,0.6,0,20.92670288,1
20,0,0.084,0.046,200,75,0.6,0,24.00332862,1
40,0,0.084,0.046,200,75,0.6,0,27.18019225,1
-40,2,0.084,0.046,200,75,0.6,0,-9.971493433,0
-20,2,0.084,0.046,200,75,0.6,0,9.527745203,1
0,2,0.084,0.046,200,75,0.6,0,20.60730991,1
20,2,0.084,0.046,200,75,0.6,0,23.60958469,1
40,2,0.084,0.046,200,75,0.6,0,26.72801079,1
-40,4,0.084,0.046,200,75,0.6,0,-11.35043812,0
-20,4,0.084,0.046,200,75,0.6,0,7.413643308,1
0,4,0.084,0.046,200,75,0.6,0,20.10756925,1
20,4,0.084,0.046,200,75,0.6,0,22.93887585,1
40,4,0.084,0.046,200,75,0.6,0,25.91494224,1
-40,6,0.084,0.046,200,75,0.6,0,-11.82918232,0
-20,6,0.084,0.046,200,75,0.6,0,6.09897884,1
0,6,0.084,0.046,200,75,0.6,0,19.69784437,1
20,6,0.084,0.046,200,75,0.6,0,22.37671326,1
40,6,0.084,0.046,200,75,0.6,0,25.0848402,1
-40,0,0.168,0.046,200,75,0.6,0,-2.821073432,0
-20,0,0.168,0.046,200,75,0.6,0,20.48681786,1
0,0,0.168,0.046,200,75,0.6,0,33.08700575,1
20,0,0.168,0.046,200,75,0.6,0,39.24025724,1
40,0,0.168,0.046,200,75,0.6,0,45.59398451,1
-40,2,0.168,0.046,200,75,0.6,0,-4.766459365,0
-20,2,0.168,0.046,200,75,0.6,0,18.35871482,1
0,2,0.168,0.046,200,75,0.6,0,32.44821982,1
20,2,0.168,0.046,200,75,0.6,0,38.45276939,1
40,2,0.168,0.046,200,75,0.6,0,44.68962159,1
-40,4,0.168,0.046,200,75,0.6,0,-6.528049678,0
-20,4,0.168,0.046,200,75,0.6,0,15.85535804,1
0,4,0.168,0.046,200,75,0.6,0,31.44873851,1
20,4,0.168,0.046,200,75,0.6,0,37.11135171,1
40,4,0.168,0.046,200,75,0.6,0,43.06348448,1
-40,6,0.168,0.046,200,75,0.6,0,-7.081683018,0
-20,6,0.168,0.046,200,75,0.6,0,14.39551479,1
0,6,0.168,0.046,200,75,0.6,0,30.62928875,1
20,6,0.168,0.046,200,75,0.6,0,35.98702653,1
40,6,0.168,0.046,200,75,0.6,0,41.40328039,1
-40,0,0.042,0.092,200,75,0.6,0,2.412736243,1
-20,0,0.042,0.092,200,75,0.6,0,36.6007955,1
0,0,0.042,0.092,200,75,0.6,0,51.11295144,1
20,0,0.042,0.092,200,75,0.6,0,52.65126431,1
40,0,0.042,0.092,200,75,0.6,0,54.23969613,1
-40,2,0.042,0.092,200,75,0.6,0,-0.250537967,0
-20,2,0.042,0.092,200,75,0.6,0,33.30903598,1
0,2,0.042,0.092,200,75,0.6,0,50.95325495,1
20,2,0.042,0.092,200,75,0.6,0,52.45439235,1
40,2,0.042,0.092,200,75,0.6,0,54.0136054,1
-40,4,0.042,0.092,200,75,0.6,0,-2.434458906,0
-20,4,0.042,0.092,200,75,0.6,0,29.66471452,1
0,4,0.042,0.092,200,75,0.6,0,50.70338463,1
20,4,0.042,0.092,200,75,0.6,0,52.11903793,1
40,4,0.042,0.092,200,75,0.6,0,53.60707112,1
-40,6,0.042,0.092,200,75,0.6,0,-3.279613592,0
-20,6,0.042,0.092,200,75,0.6,0,27.25315375,1
0,6,0.042,0.092,200,75,0.6,0,50.49852219,1
20,6,0.042,0.092,200,75,0.6,0,51.83795663,1
40,6,0.042,0.092,200,75,0.6,0,53.1920201,1
-40,0,0.084,0.092,200,75,0.6,0,5.190610084,1
-20,0,0.084,0.092,200,75,0.6,0,41.15405839,1
0,0,0.084,0.092,200,75,0.6,0,57.19310288,1
20,0,0.084,0.092,200,75,0.6,0,60.26972862,1
40,0,0.084,0.092,200,75,0.6,0,63.44659225,1
-40,2,0.084,0.092,200,75,0.6,0,2.351979067,1
-20,2,0.084,0.092,200,75,0.6,0,37.72452079,1
0,2,0.084,0.092,200,75,0.6,0,56.87370991,1
20,2,0.084,0.092,200,75,0.6,0,59.87598469,1
40,2,0.084,0.092,200,75,0.6,0,62.99441079,1
-40,4,0.084,0.092,200,75,0.6,0,-0.023264685,0
-20,4,0.084,0.092,200,75,0.6,0,33.88557189,1
0,4,0.084,0.092,200,75,0.6,0,56.37396925,1
20,4,0.084,0.092,200,75,0.6,0,59.20527585,1
40,4,0.084,0.092,200,75,0.6,0,62.18134224,1
-40,6,0.084,0.092,200,75,0.6,0,-0.905863941,0
-20,6,0.084,0.092,200,75,0.6,0,31.40142173,1
0,6,0.084,0.092,200,75,0.6,0,55.96424437,1
20,6,0.084,0.092,200,75,0.6,0,58.64311326,1
40,6,0.084,0.092,200,75,0.6,0,61.3512402,1
-40,0,0.168,0.092,200,75,0.6,0,10.74635777,1
-20,0,0.168,0.092,200,75,0.6,0,50.26058417,1
0,0,0.168,0.092,200,75,0.6,0,69.35340575,1
20,0,0.168,0.092,200,75,0.6,0,75.50665724,1
40,0,0.168,0.092,200,75,0.6,0,81.86038451,1
-40,2,0.168,0.092,200,75,0.6,0,7.557013135,1
-20,2,0.168,0.092,200,75,0.6,0,46.55549041,1
0,2,0.168,0.092,200,75,0.6,0,68.71461982,1
20,2,0.168,0.092,200,75,0.6,0,74.71916939,1
40,2,0.168,0.092,200,75,0.6,0,80.95602159,1
-40,4,0.168,0.092,200,75,0.6,0,4.799123758,1
-20,4,0.168,0.092,200,75,0.6,0,42.32728662,1
0,4,0.168,0.092,200,75,0.6,0,67.71513851,1
